  Shadow Event             Entry Epoch                      Exit Epoch                 Duration(min)
Earth Penumbral   Jan 01 2024 14:06:23.980468750   Jan 01 2024 14:40:56.187500000      34.536783854
Earth Umbral      Jan 01 2024 14:17:26.648437500   Jan 01 2024 14:51:37.207031250      34.175976562
Earth Penumbral   Jan 01 2024 14:17:17.019531250   Jan 01 2024 14:51:46.835937500      34.496940104
Earth Umbral      Jan 01 2024 14:29:03.648437500   Jan 01 2024 15:03:11.085937500      34.123958333
Earth Penumbral   Jan 01 2024 14:28:54.019531250   Jan 01 2024 15:03:20.714843750      34.444921875
Earth Umbral      Jan 01 2024 14:38:44.902343750   Jan 01 2024 15:12:54.000000000      34.151627604
Earth Penumbral   Jan 01 2024 14:38:35.273437500   Jan 01 2024 15:13:03.695312500      34.473697917
Earth Umbral      Jan 01 2024 14:46:29.613281250   Jan 01 2024 15:20:41.234375000      34.193684896
Earth Penumbral   Jan 01 2024 14:46:19.984375000   Jan 01 2024 15:20:50.929687500      34.515755208
Earth Penumbral   Jan 01 2024 14:54:43.808593750   Jan 01 2024 15:29:14.886718750      34.517968750
Earth Umbral      Jan 01 2024 14:54:53.437500000   Jan 01 2024 15:29:05.257812500      34.197005208
Earth Umbral      Jan 01 2024 15:05:47.273437500   Jan 01 2024 15:39:58.828125000      34.192578125
Earth Penumbral   Jan 01 2024 15:05:37.578125000   Jan 01 2024 15:40:08.457031250      34.514648438
Earth Penumbral   Jan 01 2024 15:17:28.589843750   Jan 01 2024 15:51:58.273437500      34.494726562
Earth Umbral      Jan 01 2024 15:17:38.285156250   Jan 01 2024 15:51:48.578125000      34.171549479
Earth Umbral      Jan 01 2024 15:27:22.527343750   Jan 01 2024 16:01:31.093750000      34.142773437
Earth Penumbral   Jan 01 2024 15:27:12.898437500   Jan 01 2024 16:01:40.722656250      34.463736979
Earth Penumbral   Jan 01 2024 15:34:42.203125000   Jan 01 2024 16:09:11.820312500      34.493619792
Earth Umbral      Jan 01 2024 15:34:51.832031250   Jan 01 2024 16:09:02.191406250      34.172656250
Earth Umbral      Jan 01 2024 15:43:10.410156250   Jan 01 2024 16:17:23.359375000      34.215820312
Earth Penumbral   Jan 01 2024 15:43:00.781250000   Jan 01 2024 16:17:33.054687500      34.537890625
Earth Penumbral   Jan 01 2024 15:54:01.789062500   Jan 01 2024 16:28:31.605468750      34.496940104
Earth Umbral      Jan 01 2024 15:54:11.417968750   Jan 01 2024 16:28:21.976562500      34.175976562
Earth Umbral      Jan 01 2024 16:06:01.367187500   Jan 01 2024 16:40:08.804687500      34.123958333
Earth Penumbral   Jan 01 2024 16:05:51.738281250   Jan 01 2024 16:40:18.433593750      34.444921875
Earth Penumbral   Jan 01 2024 16:15:33.058593750   Jan 01 2024 16:50:01.546875000      34.474804687
Earth Umbral      Jan 01 2024 16:15:42.687500000   Jan 01 2024 16:49:51.851562500      34.152734375
Earth Umbral      Jan 01 2024 16:23:14.515625000   Jan 01 2024 16:57:26.203125000      34.194791667
Earth Penumbral   Jan 01 2024 16:23:04.886718750   Jan 01 2024 16:57:35.832031250      34.515755208
Earth Penumbral   Jan 01 2024 16:31:20.609375000   Jan 01 2024 17:05:51.753906250      34.519075521
Earth Umbral      Jan 01 2024 16:31:30.238281250   Jan 01 2024 17:05:42.125000000      34.198111979
Earth Penumbral   Jan 01 2024 16:42:22.414062500   Jan 01 2024 17:16:53.359375000      34.515755208
