Access Event                                        Entry Epoch                       Exit Epoch                Duration(min)

Amazonas --> Walker_2                      Jan 01 2024 03:45:57.566406250   Jan 01 2024 03:47:48.863281250       1.854947917
Amazonas --> Walker_1                      Jan 01 2024 03:54:44.964843750   Jan 01 2024 03:59:24.667968750       4.661718750
Amazonas --> Walker_10                     Jan 01 2024 04:04:06.230468750   Jan 01 2024 04:07:41.984375000       3.595898437
Amazonas --> Walker_9                      Jan 01 2024 04:14:00.632812500   Jan 01 2024 04:17:27.687500000       3.450911458
Amazonas --> Walker_8                      Jan 01 2024 04:23:16.652343750   Jan 01 2024 04:26:56.191406250       3.658984375
Amazonas --> Walker_7                      Jan 01 2024 04:31:40.941406250   Jan 01 2024 04:34:05.042968750       2.401692708
Amazonas --> Walker_6                      Jan 01 2024 04:41:37.601562500   Jan 01 2024 04:42:02.703125000       0.418359375
Amazonas --> Walker_9                      Jan 01 2024 15:54:38.113281250   Jan 01 2024 15:56:17.523437500       1.656835937
Amazonas --> Walker_8                      Jan 01 2024 16:03:24.781250000   Jan 01 2024 16:06:07.410156250       2.710481771
Amazonas --> Walker_7                      Jan 01 2024 16:09:44.160156250   Jan 01 2024 16:13:20.777343750       3.610286458
Amazonas --> Walker_6                      Jan 01 2024 16:16:30.699218750   Jan 01 2024 16:21:25.144531250       4.907421875
Amazonas --> Walker_5                      Jan 01 2024 16:26:55.648437500   Jan 01 2024 16:27:31.574218750       0.598763021
Amazonas --> Walker_5                      Jan 01 2024 16:28:32.335937500   Jan 01 2024 16:32:30.335937500       3.966666667
Amazonas --> Walker_4                      Jan 01 2024 16:40:14.648437500   Jan 01 2024 16:43:24.039062500       3.156510417
Amazonas --> Walker_9                      Jan 02 2024 03:42:55.589843750   Jan 02 2024 03:44:16.207031250       1.343619792
Amazonas --> Walker_8                      Jan 02 2024 03:51:57.332031250   Jan 02 2024 03:56:24.019531250       4.444791667
Amazonas --> Walker_7                      Jan 02 2024 03:57:08.445312500   Jan 02 2024 04:01:56.781250000       4.805598958
Amazonas --> Walker_6                      Jan 02 2024 04:03:52.195312500   Jan 02 2024 04:07:26.820312500       3.577083333
Amazonas --> Walker_5                      Jan 02 2024 04:15:29.460937500   Jan 02 2024 04:18:59.968750000       3.508463542
Amazonas --> Walker_4                      Jan 02 2024 04:28:25.351562500   Jan 02 2024 04:31:26.972656250       3.027018229
Amazonas --> Walker_3                      Jan 02 2024 04:38:33.035156250   Jan 02 2024 04:39:16.265625000       0.720507812
Amazonas --> Walker_5                      Jan 02 2024 15:54:34.039062500   Jan 02 2024 15:56:12.453125000       1.640234375
