Access Event                                        Entry Epoch                       Exit Epoch                Duration(min)

Amazonas --> Walker_2                      Jan 01 2024 03:49:22.363281250   Jan 01 2024 03:54:13.488281250       4.852083333
Amazonas --> Walker_1                      Jan 01 2024 04:02:08.691406250   Jan 01 2024 04:07:22.328125000       5.227278646
Amazonas --> Walker_7                      Jan 01 2024 04:16:23.539062500   Jan 01 2024 04:20:16.492187500       3.882552083
Amazonas --> Walker_6                      Jan 01 2024 04:30:16.273437500   Jan 01 2024 04:33:33.765625000       3.291536458
Amazonas --> Walker_5                      Jan 01 2024 04:44:11.332031250   Jan 01 2024 04:44:44.070312500       0.545638021
Amazonas --> Walker_2                      Jan 01 2024 15:51:50.503906250   Jan 01 2024 15:53:37.484375000       1.783007812
Amazonas --> Walker_1                      Jan 01 2024 16:02:30.394531250   Jan 01 2024 16:05:35.335937500       3.082356771
Amazonas --> Walker_7                      Jan 01 2024 16:16:33.156250000   Jan 01 2024 16:21:52.902343750       5.329101562
Amazonas --> Walker_6                      Jan 01 2024 16:31:27.914062500   Jan 01 2024 16:32:10.546875000       0.710546875
Amazonas --> Walker_6                      Jan 01 2024 16:33:08.984375000   Jan 01 2024 16:37:20.863281250       4.197981771
Amazonas --> Walker_5                      Jan 01 2024 16:43:57.773437500   Jan 01 2024 16:47:14.468750000       3.278255208
Amazonas --> Walker_3                      Jan 02 2024 03:50:24.097656250   Jan 02 2024 03:55:19.140625000       4.917382812
Amazonas --> Walker_2                      Jan 02 2024 04:01:39.449218750   Jan 02 2024 04:06:55.011718750       5.259375000
Amazonas --> Walker_1                      Jan 02 2024 04:11:13.398437500   Jan 02 2024 04:14:55.792968750       3.706575521
Amazonas --> Walker_7                      Jan 02 2024 04:28:46.070312500   Jan 02 2024 04:32:16.511718750       3.507356771
Amazonas --> Walker_6                      Jan 02 2024 04:46:01.476562500   Jan 02 2024 04:46:28.636718750       0.452669271
Amazonas --> Walker_3                      Jan 02 2024 15:53:47.687500000   Jan 02 2024 15:55:52.664062500       2.082942708
Amazonas --> Walker_2                      Jan 02 2024 16:03:45.210937500   Jan 02 2024 16:06:54.933593750       3.162044271
Amazonas --> Walker_1                      Jan 02 2024 16:10:20.660156250   Jan 02 2024 16:14:51.929687500       4.521158854
Amazonas --> Walker_7                      Jan 02 2024 16:29:05.050781250   Jan 02 2024 16:30:11.921875000       1.114518229
Amazonas --> Walker_7                      Jan 02 2024 16:30:39.214843750   Jan 02 2024 16:34:56.074218750       4.280989583
Amazonas --> Walker_6                      Jan 02 2024 16:50:26.691406250   Jan 02 2024 16:50:55.578125000       0.481445312
Amazonas --> Walker_4                      Jan 03 2024 03:42:00.714843750   Jan 03 2024 03:43:58.785156250       1.967838542
Amazonas --> Walker_3                      Jan 03 2024 04:04:36.796875000   Jan 03 2024 04:08:28.554687500       3.862630208
Amazonas --> Walker_3                      Jan 03 2024 04:08:40.441406250   Jan 03 2024 04:09:06.472656250       0.433854167
Amazonas --> Walker_3                      Jan 03 2024 04:09:10.589843750   Jan 03 2024 04:09:51.496093750       0.681770833
Amazonas --> Walker_2                      Jan 03 2024 04:14:14.597656250   Jan 03 2024 04:18:07.152343750       3.875911458
Amazonas --> Walker_1                      Jan 03 2024 04:20:18.503906250   Jan 03 2024 04:24:09.332031250       3.847135417
Amazonas --> Walker_7                      Jan 03 2024 04:42:19.855468750   Jan 03 2024 04:43:02.554687500       0.711653646
Amazonas --> Walker_3                      Jan 03 2024 16:07:09.386718750   Jan 03 2024 16:10:57.160156250       3.796223958
Amazonas --> Walker_2                      Jan 03 2024 16:14:34.308593750   Jan 03 2024 16:19:46.285156250       5.199609375
Amazonas --> Walker_1                      Jan 03 2024 16:18:40.609375000   Jan 03 2024 16:24:24.726562500       5.735286458
Amazonas --> Walker_7                      Jan 03 2024 16:43:25.652343750   Jan 03 2024 16:46:45.203125000       3.325846354
Amazonas --> Walker_5                      Jan 04 2024 03:38:58.738281250   Jan 04 2024 03:40:07.335937500       1.143294271
Amazonas --> Walker_6                      Jan 04 2024 03:38:57.144531250   Jan 04 2024 03:40:09.726562500       1.209700521
Amazonas --> Walker_4                      Jan 04 2024 03:52:02.132812500   Jan 04 2024 03:57:00.628906250       4.974934896
Amazonas --> Walker_3                      Jan 04 2024 04:19:08.554687500   Jan 04 2024 04:23:01.308593750       3.879231771
Amazonas --> Walker_2                      Jan 04 2024 04:26:36.996093750   Jan 04 2024 04:30:36.855468750       3.997656250
Amazonas --> Walker_1                      Jan 04 2024 04:29:09.929687500   Jan 04 2024 04:32:36.121093750       3.436523438
Amazonas --> Walker_4                      Jan 04 2024 15:53:14.968750000   Jan 04 2024 15:55:10.582031250       1.926888021
Amazonas --> Walker_3                      Jan 04 2024 16:20:17.074218750   Jan 04 2024 16:26:07.632812500       5.842643229
Amazonas --> Walker_2                      Jan 04 2024 16:26:58.832031250   Jan 04 2024 16:28:12.343750000       1.225195312
Amazonas --> Walker_1                      Jan 04 2024 16:27:45.050781250   Jan 04 2024 16:28:55.441406250       1.173177083
Amazonas --> Walker_2                      Jan 04 2024 16:28:21.242187500   Jan 04 2024 16:32:49.988281250       4.479101563
Amazonas --> Walker_1                      Jan 04 2024 16:29:08.191406250   Jan 04 2024 16:33:36.207031250       4.466927083
Amazonas --> Walker_5                      Jan 05 2024 03:48:41.894531250   Jan 05 2024 03:53:25.914062500       4.733658854
Amazonas --> Walker_6                      Jan 05 2024 03:52:55.167968750   Jan 05 2024 03:57:56.519531250       5.022526042
Amazonas --> Walker_4                      Jan 05 2024 04:01:57.308593750   Jan 05 2024 04:07:10.613281250       5.221744792
Amazonas --> Walker_3                      Jan 05 2024 04:33:26.632812500   Jan 05 2024 04:36:06.804687500       2.669531250
Amazonas --> Walker_1                      Jan 05 2024 04:38:15.898437500   Jan 05 2024 04:40:26.718750000       2.180338542
Amazonas --> Walker_2                      Jan 05 2024 04:39:36.980468750   Jan 05 2024 04:41:13.136718750       1.602604167
Amazonas --> Walker_5                      Jan 05 2024 15:50:02.433593750   Jan 05 2024 15:51:36.132812500       1.561653646
Amazonas --> Walker_6                      Jan 05 2024 15:56:07.867187500   Jan 05 2024 15:58:28.914062500       2.350781250
Amazonas --> Walker_4                      Jan 05 2024 16:02:49.359375000   Jan 05 2024 16:05:54.300781250       3.082356771
Amazonas --> Walker_3                      Jan 05 2024 16:36:33.421875000   Jan 05 2024 16:40:31.953125000       3.975520833
Amazonas --> Walker_1                      Jan 05 2024 16:38:34.746093750   Jan 05 2024 16:42:21.324218750       3.776302083
Amazonas --> Walker_2                      Jan 05 2024 16:41:19.832031250   Jan 05 2024 16:44:49.410156250       3.492968750
Amazonas --> Walker_7                      Jan 06 2024 03:43:59.246093750   Jan 06 2024 03:46:10.929687500       2.194726563
Amazonas --> Walker_5                      Jan 06 2024 03:58:34.679687500   Jan 06 2024 04:03:43.800781250       5.152018229
Amazonas --> Walker_6                      Jan 06 2024 04:07:13.710937500   Jan 06 2024 04:11:04.339843750       3.843815104
Amazonas --> Walker_4                      Jan 06 2024 04:12:05.300781250   Jan 06 2024 04:15:49.820312500       3.741992188
Amazonas --> Walker_7                      Jan 06 2024 15:46:50.296875000   Jan 06 2024 15:47:58.894531250       1.143294271
Amazonas --> Walker_5                      Jan 06 2024 15:59:41.406250000   Jan 06 2024 16:02:20.582031250       2.652929687
Amazonas --> Walker_6                      Jan 06 2024 16:09:08.847656250   Jan 06 2024 16:13:28.960937500       4.335221354
Amazonas --> Walker_4                      Jan 06 2024 16:11:35.472656250   Jan 06 2024 16:16:16.968750000       4.691601562
Amazonas --> Walker_1                      Jan 06 2024 16:50:21.882812500   Jan 06 2024 16:50:50.769531250       0.481445312
Amazonas --> Walker_7                      Jan 07 2024 03:56:19.585937500   Jan 07 2024 04:01:27.378906250       5.129882812
Amazonas --> Walker_5                      Jan 07 2024 04:08:39.152343750   Jan 07 2024 04:12:25.597656250       3.774088542
Amazonas --> Walker_6                      Jan 07 2024 04:21:36.437500000   Jan 07 2024 04:25:37.625000000       4.019791667
Amazonas --> Walker_4                      Jan 07 2024 04:22:03.132812500   Jan 07 2024 04:26:05.582031250       4.040820313
Amazonas --> Walker_7                      Jan 07 2024 15:58:37.832031250   Jan 07 2024 16:01:09.503906250       2.527864583
Amazonas --> Walker_5                      Jan 07 2024 16:08:42.992187500   Jan 07 2024 16:12:46.304687500       4.055208333
Amazonas --> Walker_4                      Jan 07 2024 16:21:05.945312500   Jan 07 2024 16:26:55.242187500       5.821614583
Amazonas --> Walker_6                      Jan 07 2024 16:22:43.296875000   Jan 07 2024 16:28:37.175781250       5.897981771
