  Shadow Event             Entry Epoch                      Exit Epoch                 Duration(min)
Earth Umbral      Jan 01 2024 04:08:26.675781250   Jan 01 2024 04:43:16.015625000      34.822330729
Earth Penumbral   Jan 01 2024 04:08:17.378906250   Jan 01 2024 04:43:25.312500000      35.132226563
Earth Penumbral   Jan 01 2024 04:17:12.414062500   Jan 01 2024 04:52:23.601562500      35.186458333
Earth Umbral      Jan 01 2024 04:17:21.644531250   Jan 01 2024 04:52:14.304687500      34.877669271
Earth Umbral      Jan 01 2024 04:27:09.406250000   Jan 01 2024 05:01:59.011718750      34.826757812
Earth Penumbral   Jan 01 2024 04:27:00.109375000   Jan 01 2024 05:02:08.308593750      35.136653646
Earth Umbral      Jan 01 2024 04:37:10.648437500   Jan 01 2024 05:11:56.136718750      34.758138021
Earth Penumbral   Jan 01 2024 04:37:01.351562500   Jan 01 2024 05:12:05.433593750      35.068033854
Earth Penumbral   Jan 01 2024 04:46:23.281250000   Jan 01 2024 05:21:29.156250000      35.097916667
Earth Umbral      Jan 01 2024 04:46:32.578125000   Jan 01 2024 05:21:19.859375000      34.788020833
Earth Penumbral   Jan 01 2024 04:55:06.230468750   Jan 01 2024 05:30:15.625000000      35.156575521
Earth Umbral      Jan 01 2024 04:55:15.527343750   Jan 01 2024 05:30:06.328125000      34.846679688
Earth Umbral      Jan 01 2024 05:04:08.769531250   Jan 01 2024 05:39:00.167968750      34.856640625
Earth Penumbral   Jan 01 2024 05:03:59.472656250   Jan 01 2024 05:39:09.464843750      35.166536458
Earth Penumbral   Jan 01 2024 05:13:47.101562500   Jan 01 2024 05:48:56.363281250      35.154361979
Earth Umbral      Jan 01 2024 05:13:56.398437500   Jan 01 2024 05:48:47.066406250      34.844466146
Earth Penumbral   Jan 01 2024 05:24:02.687500000   Jan 01 2024 05:59:10.089843750      35.123372396
Earth Umbral      Jan 01 2024 05:24:12.050781250   Jan 01 2024 05:59:00.726562500      34.811263021
Earth Penumbral   Jan 01 2024 05:33:29.265625000   Jan 01 2024 06:08:34.675781250      35.090169271
Earth Umbral      Jan 01 2024 05:33:38.562500000   Jan 01 2024 06:08:25.378906250      34.780273438
Earth Penumbral   Jan 01 2024 05:41:56.277343750   Jan 01 2024 06:17:04.210937500      35.132226563
Earth Umbral      Jan 01 2024 05:42:05.507812500   Jan 01 2024 06:16:54.914062500      34.823437500
Earth Umbral      Jan 01 2024 05:50:52.507812500   Jan 01 2024 06:25:45.101562500      34.876562500
Earth Penumbral   Jan 01 2024 05:50:43.210937500   Jan 01 2024 06:25:54.398437500      35.186458333
Earth Penumbral   Jan 01 2024 06:00:38.941406250   Jan 01 2024 06:35:47.140625000      35.136653646
Earth Umbral      Jan 01 2024 06:00:48.238281250   Jan 01 2024 06:35:37.910156250      34.827864583
Earth Penumbral   Jan 01 2024 06:10:53.398437500   Jan 01 2024 06:45:57.414062500      35.066927083
Earth Umbral      Jan 01 2024 06:11:02.628906250   Jan 01 2024 06:45:48.183593750      34.759244792
Earth Penumbral   Jan 01 2024 06:20:15.328125000   Jan 01 2024 06:55:21.335937500      35.100130208
Earth Umbral      Jan 01 2024 06:20:24.625000000   Jan 01 2024 06:55:11.972656250      34.789127604
Earth Umbral      Jan 01 2024 06:28:54.558593750   Jan 01 2024 07:03:45.359375000      34.846679688
Earth Penumbral   Jan 01 2024 06:28:45.328125000   Jan 01 2024 07:03:54.656250000      35.155468750
Earth Umbral      Jan 01 2024 06:37:39.566406250   Jan 01 2024 07:12:31.031250000      34.857747396
Earth Penumbral   Jan 01 2024 06:37:30.335937500   Jan 01 2024 07:12:40.328125000      35.166536458
Earth Umbral      Jan 01 2024 06:47:35.363281250   Jan 01 2024 07:22:26.031250000      34.844466146
Earth Penumbral   Jan 01 2024 06:47:26.066406250   Jan 01 2024 07:22:35.328125000      35.154361979
Earth Penumbral   Jan 01 2024 06:57:54.933593750   Jan 01 2024 07:33:02.335937500      35.123372396
Earth Umbral      Jan 01 2024 06:58:04.296875000   Jan 01 2024 07:32:52.972656250      34.811263021
Earth Umbral      Jan 01 2024 07:07:30.675781250   Jan 01 2024 07:42:17.558593750      34.781380208
Earth Penumbral   Jan 01 2024 07:07:21.378906250   Jan 01 2024 07:42:26.855468750      35.091276042
Earth Umbral      Jan 01 2024 07:15:44.472656250   Jan 01 2024 07:50:33.945312500      34.824544271
Earth Penumbral   Jan 01 2024 07:15:35.242187500   Jan 01 2024 07:50:43.175781250      35.132226563
Earth Umbral      Jan 01 2024 07:24:23.371093750   Jan 01 2024 07:59:16.031250000      34.877669271
Earth Penumbral   Jan 01 2024 07:24:14.140625000   Jan 01 2024 07:59:25.328125000      35.186458333
Earth Umbral      Jan 01 2024 07:34:27.203125000   Jan 01 2024 08:09:16.875000000      34.827864583
Earth Penumbral   Jan 01 2024 07:34:17.906250000   Jan 01 2024 08:09:26.105468750      35.136653646
Earth Umbral      Jan 01 2024 07:44:54.742187500   Jan 01 2024 08:19:40.296875000      34.759244792
Earth Penumbral   Jan 01 2024 07:44:45.445312500   Jan 01 2024 08:19:49.593750000      35.069140625
Earth Umbral      Jan 01 2024 07:54:16.871093750   Jan 01 2024 08:29:04.218750000      34.789127604
Earth Penumbral   Jan 01 2024 07:54:07.574218750   Jan 01 2024 08:29:13.582031250      35.100130208
Earth Penumbral   Jan 01 2024 08:02:24.425781250   Jan 01 2024 08:37:33.820312500      35.156575521
Earth Umbral      Jan 01 2024 08:02:33.722656250   Jan 01 2024 08:37:24.523437500      34.846679688
Earth Umbral      Jan 01 2024 08:11:10.496093750   Jan 01 2024 08:46:02.027343750      34.858854167
Earth Penumbral   Jan 01 2024 08:11:01.265625000   Jan 01 2024 08:46:11.257812500      35.166536458
Earth Penumbral   Jan 01 2024 08:21:05.097656250   Jan 01 2024 08:56:14.425781250      35.155468750
Earth Umbral      Jan 01 2024 08:21:14.394531250   Jan 01 2024 08:56:05.128906250      34.845572917
Earth Umbral      Jan 01 2024 08:31:56.542968750   Jan 01 2024 09:06:45.285156250      34.812369792
Earth Penumbral   Jan 01 2024 08:31:47.179687500   Jan 01 2024 09:06:54.648437500      35.124479167
Earth Umbral      Jan 01 2024 08:41:22.855468750   Jan 01 2024 09:16:09.738281250      34.781380208
Earth Penumbral   Jan 01 2024 08:41:13.558593750   Jan 01 2024 09:16:19.035156250      35.091276042
Earth Penumbral   Jan 01 2024 08:49:14.273437500   Jan 01 2024 09:24:22.273437500      35.133333333
Earth Umbral      Jan 01 2024 08:49:23.503906250   Jan 01 2024 09:24:12.976562500      34.824544271
Earth Umbral      Jan 01 2024 08:57:54.300781250   Jan 01 2024 09:32:47.027343750      34.878776042
Earth Penumbral   Jan 01 2024 08:57:45.070312500   Jan 01 2024 09:32:56.324218750      35.187565104
Earth Penumbral   Jan 01 2024 09:07:56.871093750   Jan 01 2024 09:43:05.136718750      35.137760417
Earth Umbral      Jan 01 2024 09:08:06.167968750   Jan 01 2024 09:42:55.839843750      34.827864583
Earth Umbral      Jan 01 2024 09:18:46.789062500   Jan 01 2024 09:53:32.476562500      34.761458333
Earth Penumbral   Jan 01 2024 09:18:37.558593750   Jan 01 2024 09:53:41.707031250      35.069140625
Earth Penumbral   Jan 01 2024 09:27:59.753906250   Jan 01 2024 10:03:05.828125000      35.101236979
Earth Umbral      Jan 01 2024 09:28:09.050781250   Jan 01 2024 10:02:56.464843750      34.790234375
Earth Umbral      Jan 01 2024 09:36:12.820312500   Jan 01 2024 10:11:03.687500000      34.847786458
Earth Penumbral   Jan 01 2024 09:36:03.523437500   Jan 01 2024 10:11:12.984375000      35.157682292
Earth Umbral      Jan 01 2024 09:44:41.425781250   Jan 01 2024 10:19:32.957031250      34.858854167
Earth Penumbral   Jan 01 2024 09:44:32.128906250   Jan 01 2024 10:19:42.187500000      35.167643229
Earth Umbral      Jan 01 2024 09:54:53.425781250   Jan 01 2024 10:29:44.160156250      34.845572917
Earth Penumbral   Jan 01 2024 09:54:44.128906250   Jan 01 2024 10:29:53.457031250      35.155468750
Earth Penumbral   Jan 01 2024 10:05:39.425781250   Jan 01 2024 10:40:46.894531250      35.124479167
Earth Umbral      Jan 01 2024 10:05:48.789062500   Jan 01 2024 10:40:37.531250000      34.812369792
Earth Penumbral   Jan 01 2024 10:15:05.671875000   Jan 01 2024 10:50:11.148437500      35.091276042
Earth Umbral      Jan 01 2024 10:15:14.968750000   Jan 01 2024 10:50:01.851562500      34.781380208
Earth Umbral      Jan 01 2024 10:23:02.468750000   Jan 01 2024 10:57:51.941406250      34.824544271
Earth Penumbral   Jan 01 2024 10:22:53.171875000   Jan 01 2024 10:58:01.238281250      35.134440104
Earth Umbral      Jan 01 2024 10:31:25.164062500   Jan 01 2024 11:06:17.890625000      34.878776042
Earth Penumbral   Jan 01 2024 10:31:15.933593750   Jan 01 2024 11:06:27.187500000      35.187565104
Earth Umbral      Jan 01 2024 10:41:45.000000000   Jan 01 2024 11:16:34.738281250      34.828971354
Earth Penumbral   Jan 01 2024 10:41:35.769531250   Jan 01 2024 11:16:44.035156250      35.137760417
Earth Penumbral   Jan 01 2024 10:52:29.539062500   Jan 01 2024 11:27:33.753906250      35.070247396
Earth Umbral      Jan 01 2024 10:52:38.835937500   Jan 01 2024 11:27:24.457031250      34.760351562
Earth Penumbral   Jan 01 2024 11:01:51.800781250   Jan 01 2024 11:36:57.875000000      35.101236979
Earth Umbral      Jan 01 2024 11:02:01.097656250   Jan 01 2024 11:36:48.578125000      34.791341146
Earth Penumbral   Jan 01 2024 11:09:42.488281250   Jan 01 2024 11:44:52.015625000      35.158789062
Earth Umbral      Jan 01 2024 11:09:51.785156250   Jan 01 2024 11:44:42.718750000      34.848893229
Earth Umbral      Jan 01 2024 11:18:12.156250000   Jan 01 2024 11:53:03.753906250      34.859960937
Earth Penumbral   Jan 01 2024 11:18:02.925781250   Jan 01 2024 11:53:12.984375000      35.167643229
Earth Penumbral   Jan 01 2024 11:28:22.960937500   Jan 01 2024 12:03:32.355468750      35.156575521
Earth Umbral      Jan 01 2024 11:28:32.257812500   Jan 01 2024 12:03:23.058593750      34.846679688
Earth Penumbral   Jan 01 2024 11:39:31.539062500   Jan 01 2024 12:14:38.941406250      35.123372396
Earth Umbral      Jan 01 2024 11:39:40.835937500   Jan 01 2024 12:14:29.644531250      34.813476562
Earth Umbral      Jan 01 2024 11:49:06.949218750   Jan 01 2024 12:23:53.832031250      34.781380208
Earth Penumbral   Jan 01 2024 11:48:57.585937500   Jan 01 2024 12:24:03.128906250      35.092382812
Earth Penumbral   Jan 01 2024 11:56:32.003906250   Jan 01 2024 12:31:40.070312500      35.134440104
Earth Umbral      Jan 01 2024 11:56:41.234375000   Jan 01 2024 12:31:30.773437500      34.825651042
Earth Umbral      Jan 01 2024 12:04:55.894531250   Jan 01 2024 12:39:48.687500000      34.879882812
Earth Penumbral   Jan 01 2024 12:04:46.664062500   Jan 01 2024 12:39:57.917968750      35.187565104
Earth Penumbral   Jan 01 2024 12:15:14.468750000   Jan 01 2024 12:50:22.800781250      35.138867187
Earth Umbral      Jan 01 2024 12:15:23.765625000   Jan 01 2024 12:50:13.503906250      34.828971354
Earth Penumbral   Jan 01 2024 12:26:21.453125000   Jan 01 2024 13:01:25.667968750      35.070247396
Earth Umbral      Jan 01 2024 12:26:30.683593750   Jan 01 2024 13:01:16.371093750      34.761458333
Earth Umbral      Jan 01 2024 12:35:53.078125000   Jan 01 2024 13:10:40.558593750      34.791341146
Earth Penumbral   Jan 01 2024 12:35:43.781250000   Jan 01 2024 13:10:49.921875000      35.102343750
Earth Umbral      Jan 01 2024 12:43:30.683593750   Jan 01 2024 13:18:21.617187500      34.848893229
Earth Penumbral   Jan 01 2024 12:43:21.386718750   Jan 01 2024 13:18:30.914062500      35.158789062
Earth Umbral      Jan 01 2024 12:51:42.820312500   Jan 01 2024 13:26:34.417968750      34.859960937
Earth Penumbral   Jan 01 2024 12:51:33.589843750   Jan 01 2024 13:26:43.648437500      35.167643229
Earth Umbral      Jan 01 2024 13:02:11.089843750   Jan 01 2024 13:37:01.890625000      34.846679688
Earth Penumbral   Jan 01 2024 13:02:01.792968750   Jan 01 2024 13:37:11.187500000      35.156575521
Earth Umbral      Jan 01 2024 13:13:32.882812500   Jan 01 2024 13:48:21.691406250      34.813476562
Earth Penumbral   Jan 01 2024 13:13:23.585937500   Jan 01 2024 13:48:30.988281250      35.123372396
Earth Umbral      Jan 01 2024 13:22:58.863281250   Jan 01 2024 13:57:45.812500000      34.782486979
