Contact Event                                       Entry Epoch                      Exit Epoch                 Duration(min)

Svalbard --> Walker_3                      Jan 01 2024 00:00:00.000000000   Jan 01 2024 00:09:18.875000000       9.314583333
Svalbard --> Walker_2                      Jan 01 2024 00:09:07.785156250   Jan 01 2024 00:21:29.875000000      12.368164062
Svalbard --> Walker_1                      Jan 01 2024 00:21:11.414062500   Jan 01 2024 00:33:31.644531250      12.337174479
Svalbard --> Walker_8                      Jan 01 2024 00:33:10.660156250   Jan 01 2024 00:45:45.832031250      12.586197917
Svalbard --> Walker_7                      Jan 01 2024 00:45:13.625000000   Jan 01 2024 00:58:08.519531250      12.914908854
Svalbard --> Walker_6                      Jan 01 2024 00:57:19.046875000   Jan 01 2024 01:10:01.789062500      12.712369792
Svalbard --> Walker_5                      Jan 01 2024 01:09:13.246093750   Jan 01 2024 01:21:53.332031250      12.668098958
Svalbard --> Walker_4                      Jan 01 2024 01:21:21.324218750   Jan 01 2024 01:34:09.910156250      12.809765625
Svalbard --> Walker_3                      Jan 01 2024 01:33:34.914062500   Jan 01 2024 01:46:25.890625000      12.849609375
Svalbard --> Walker_2                      Jan 01 2024 01:45:23.933593750   Jan 01 2024 01:58:19.160156250      12.920442708
Svalbard --> Walker_1                      Jan 01 2024 01:57:14.015625000   Jan 01 2024 02:10:03.531250000      12.825260417
Svalbard --> Walker_8                      Jan 01 2024 02:09:23.156250000   Jan 01 2024 02:22:23.031250000      12.997916667
Svalbard --> Walker_7                      Jan 01 2024 02:21:35.882812500   Jan 01 2024 02:34:51.164062500      13.254687500
Svalbard --> Walker_6                      Jan 01 2024 02:33:27.691406250   Jan 01 2024 02:46:27.699218750      13.000130208
Svalbard --> Walker_5                      Jan 01 2024 02:45:08.742187500   Jan 01 2024 02:58:02.507812500      12.896093750
Svalbard --> Walker_4                      Jan 01 2024 02:57:26.250000000   Jan 01 2024 03:10:25.261718750      12.983528646
Svalbard --> Walker_3                      Jan 01 2024 03:09:49.601562500   Jan 01 2024 03:22:47.617187500      12.966927083
Svalbard --> Walker_2                      Jan 01 2024 03:21:25.406250000   Jan 01 2024 03:34:24.882812500      12.991276042
Svalbard --> Walker_1                      Jan 01 2024 03:33:02.007812500   Jan 01 2024 03:45:53.648437500      12.860677083
Svalbard --> Walker_8                      Jan 01 2024 03:45:20.777343750   Jan 01 2024 03:58:20.054687500      12.987955729
Svalbard --> Walker_7                      Jan 01 2024 03:57:42.734375000   Jan 01 2024 04:10:55.625000000      13.214843750
Svalbard --> Walker_6                      Jan 01 2024 04:09:21.195312500   Jan 01 2024 04:22:17.417968750      12.937044271
Svalbard --> Walker_5                      Jan 01 2024 04:20:49.230468750   Jan 01 2024 04:33:37.550781250      12.805338542
Svalbard --> Walker_4                      Jan 01 2024 04:33:15.902343750   Jan 01 2024 04:46:08.605468750      12.878385417
Svalbard --> Walker_3                      Jan 01 2024 04:45:48.882812500   Jan 01 2024 04:58:39.527343750      12.844075521
Svalbard --> Walker_2                      Jan 01 2024 04:57:11.605468750   Jan 01 2024 05:10:02.980468750      12.856250000
Svalbard --> Walker_1                      Jan 01 2024 05:08:34.859375000   Jan 01 2024 05:21:18.597656250      12.728971354
Svalbard --> Walker_8                      Jan 01 2024 05:21:03.257812500   Jan 01 2024 05:33:54.167968750      12.848502604
Svalbard --> Walker_7                      Jan 01 2024 05:33:34.445312500   Jan 01 2024 05:46:39.566406250      13.085351562
Svalbard --> Walker_6                      Jan 01 2024 05:44:59.957031250   Jan 01 2024 05:57:49.074218750      12.818619792
Svalbard --> Walker_5                      Jan 01 2024 05:56:15.441406250   Jan 01 2024 06:08:56.855468750      12.690234375
Svalbard --> Walker_4                      Jan 01 2024 06:08:51.542968750   Jan 01 2024 06:21:38.667968750      12.785416667
Svalbard --> Walker_3                      Jan 01 2024 06:21:34.683593750   Jan 01 2024 06:34:20.414062500      12.762174479
Svalbard --> Walker_2                      Jan 01 2024 06:32:45.054687500   Jan 01 2024 06:45:32.378906250      12.788736979
Svalbard --> Walker_1                      Jan 01 2024 06:43:55.625000000   Jan 01 2024 06:56:37.039062500      12.690234375
Svalbard --> Walker_8                      Jan 01 2024 06:56:34.582031250   Jan 01 2024 07:09:23.964843750      12.823046875
Svalbard --> Walker_7                      Jan 01 2024 07:09:16.062500000   Jan 01 2024 07:22:21.382812500      13.088671875
Svalbard --> Walker_6                      Jan 01 2024 07:20:29.621093750   Jan 01 2024 07:33:20.531250000      12.848502604
Svalbard --> Walker_5                      Jan 01 2024 07:31:33.816406250   Jan 01 2024 07:44:17.687500000      12.731184896
Svalbard --> Walker_4                      Jan 01 2024 07:44:20.742187500   Jan 01 2024 07:57:12.183593750      12.857356771
Svalbard --> Walker_3                      Jan 01 2024 07:57:15.703125000   Jan 01 2024 08:10:06.613281250      12.848502604
Svalbard --> Walker_2                      Jan 01 2024 08:08:15.250000000   Jan 01 2024 08:21:08.351562500      12.885026042
Svalbard --> Walker_1                      Jan 01 2024 08:19:14.863281250   Jan 01 2024 08:32:03.250000000      12.806445312
Svalbard --> Walker_8                      Jan 01 2024 08:32:06.371093750   Jan 01 2024 08:45:02.992187500      12.943684896
Svalbard --> Walker_7                      Jan 01 2024 08:45:00.269531250   Jan 01 2024 08:58:13.558593750      13.221484375
Svalbard --> Walker_6                      Jan 01 2024 08:56:03.867187500   Jan 01 2024 09:09:03.210937500      12.989062500
Svalbard --> Walker_5                      Jan 01 2024 09:06:58.699218750   Jan 01 2024 09:19:50.539062500      12.863997396
Svalbard --> Walker_4                      Jan 01 2024 09:19:58.906250000   Jan 01 2024 09:32:58.449218750      12.992382813
Svalbard --> Walker_3                      Jan 01 2024 09:33:08.078125000   Jan 01 2024 09:46:06.359375000      12.971354167
Svalbard --> Walker_2                      Jan 01 2024 09:43:59.058593750   Jan 01 2024 09:56:58.335937500      12.987955729
Svalbard --> Walker_1                      Jan 01 2024 09:54:49.773437500   Jan 01 2024 10:07:43.671875000      12.898307292
Svalbard --> Walker_8                      Jan 01 2024 10:07:56.421875000   Jan 01 2024 10:20:56.761718750      13.005664062
Svalbard --> Walker_7                      Jan 01 2024 10:21:05.527343750   Jan 01 2024 10:34:20.875000000      13.255794271
Svalbard --> Walker_6                      Jan 01 2024 10:32:01.156250000   Jan 01 2024 10:45:00.898437500      12.995703125
Svalbard --> Walker_5                      Jan 01 2024 10:42:48.617187500   Jan 01 2024 10:55:38.398437500      12.829687500
Svalbard --> Walker_4                      Jan 01 2024 10:56:04.828125000   Jan 01 2024 11:08:59.921875000      12.918229167
Svalbard --> Walker_3                      Jan 01 2024 11:09:30.800781250   Jan 01 2024 11:22:21.378906250      12.842968750
Svalbard --> Walker_2                      Jan 01 2024 11:20:14.875000000   Jan 01 2024 11:33:03.527343750      12.810872396
Svalbard --> Walker_1                      Jan 01 2024 11:30:58.617187500   Jan 01 2024 11:43:39.035156250      12.673632812
Svalbard --> Walker_8                      Jan 01 2024 11:44:22.730468750   Jan 01 2024 11:57:05.539062500      12.713476563
Svalbard --> Walker_7                      Jan 01 2024 11:57:49.234375000   Jan 01 2024 12:10:43.398437500      12.902734375
Svalbard --> Walker_6                      Jan 01 2024 12:08:38.621093750   Jan 01 2024 12:21:13.394531250      12.579557292
Svalbard --> Walker_5                      Jan 01 2024 12:19:20.039062500   Jan 01 2024 12:31:40.800781250      12.346028646
Svalbard --> Walker_4                      Jan 01 2024 12:32:54.312500000   Jan 01 2024 12:45:15.937500000      12.360416667
Svalbard --> Walker_3                      Jan 01 2024 12:46:38.945312500   Jan 01 2024 12:58:50.941406250      12.199934896
Svalbard --> Walker_2                      Jan 01 2024 12:57:17.109375000   Jan 01 2024 13:09:23.195312500      12.101432292
Svalbard --> Walker_1                      Jan 01 2024 13:07:54.941406250   Jan 01 2024 13:19:48.542968750      11.893359375
Svalbard --> Walker_8                      Jan 01 2024 13:21:37.714843750   Jan 01 2024 13:33:28.925781250      11.853515625
Svalbard --> Walker_7                      Jan 01 2024 13:35:22.746093750   Jan 01 2024 13:47:21.062500000      11.971940104
Svalbard --> Walker_6                      Jan 01 2024 13:46:06.621093750   Jan 01 2024 13:57:40.500000000      11.564648438
Svalbard --> Walker_5                      Jan 01 2024 13:56:42.328125000   Jan 01 2024 14:07:57.746093750      11.256966146
Svalbard --> Walker_4                      Jan 01 2024 14:10:35.394531250   Jan 01 2024 14:21:46.894531250      11.191666667
Svalbard --> Walker_3                      Jan 01 2024 14:24:39.152343750   Jan 01 2024 14:35:35.777343750      10.943750000
Svalbard --> Walker_2                      Jan 01 2024 14:35:10.941406250   Jan 01 2024 14:45:58.535156250      10.793229167
Svalbard --> Walker_1                      Jan 01 2024 14:45:42.730468750   Jan 01 2024 14:56:13.722656250      10.516536458
Svalbard --> Walker_8                      Jan 01 2024 14:59:43.566406250   Jan 01 2024 15:10:08.914062500      10.422460938
Svalbard --> Walker_7                      Jan 01 2024 15:13:46.128906250   Jan 01 2024 15:24:16.589843750      10.507682292
Svalbard --> Walker_6                      Jan 01 2024 15:24:23.828125000   Jan 01 2024 15:34:25.468750000      10.027343750
Svalbard --> Walker_5                      Jan 01 2024 15:34:52.562500000   Jan 01 2024 15:44:32.886718750       9.672070313
Svalbard --> Walker_4                      Jan 01 2024 15:49:02.628906250   Jan 01 2024 15:58:37.441406250       9.580208333
Svalbard --> Walker_3                      Jan 01 2024 16:03:23.253906250   Jan 01 2024 16:12:41.664062500       9.306835938
Svalbard --> Walker_2                      Jan 01 2024 16:13:46.343750000   Jan 01 2024 16:22:56.054687500       9.161848958
Svalbard --> Walker_1                      Jan 01 2024 16:24:09.765625000   Jan 01 2024 16:33:01.679687500       8.865234375
Svalbard --> Walker_8                      Jan 01 2024 16:38:24.878906250   Jan 01 2024 16:47:14.136718750       8.820963542
Svalbard --> Walker_7                      Jan 01 2024 16:52:40.589843750   Jan 01 2024 17:01:40.007812500       8.990299479
Svalbard --> Walker_6                      Jan 01 2024 17:03:08.925781250   Jan 01 2024 17:11:39.125000000       8.503320312
Svalbard --> Walker_5                      Jan 01 2024 17:13:26.835937500   Jan 01 2024 17:21:38.375000000       8.192317708
Svalbard --> Walker_4                      Jan 01 2024 17:27:48.457031250   Jan 01 2024 17:36:00.859375000       8.206705729
Svalbard --> Walker_3                      Jan 01 2024 17:42:19.773437500   Jan 01 2024 17:50:23.410156250       8.060611979
Svalbard --> Walker_2                      Jan 01 2024 17:52:29.316406250   Jan 01 2024 18:00:31.359375000       8.034049479
Svalbard --> Walker_1                      Jan 01 2024 18:02:39.722656250   Jan 01 2024 18:10:29.148437500       7.823763021
Svalbard --> Walker_8                      Jan 01 2024 18:17:02.074218750   Jan 01 2024 18:25:01.792968750       7.995312500
Svalbard --> Walker_7                      Jan 01 2024 18:31:24.824218750   Jan 01 2024 18:39:47.652343750       8.380468750
Svalbard --> Walker_6                      Jan 01 2024 18:41:38.218750000   Jan 01 2024 18:49:38.867187500       8.010807292
Svalbard --> Walker_5                      Jan 01 2024 18:51:39.792968750   Jan 01 2024 18:59:31.742187500       7.865820313
Svalbard --> Walker_4                      Jan 01 2024 19:06:06.992187500   Jan 01 2024 19:14:13.152343750       8.102669271
Svalbard --> Walker_3                      Jan 01 2024 19:20:42.757812500   Jan 01 2024 19:28:54.894531250       8.202278646
Svalbard --> Walker_2                      Jan 01 2024 19:30:35.300781250   Jan 01 2024 19:38:55.871093750       8.342838542
Svalbard --> Walker_1                      Jan 01 2024 19:40:28.773437500   Jan 01 2024 19:48:45.625000000       8.280859375
Svalbard --> Walker_8                      Jan 01 2024 19:54:55.375000000   Jan 01 2024 20:03:35.867187500       8.674869792
Svalbard --> Walker_7                      Jan 01 2024 20:09:23.835937500   Jan 01 2024 20:18:37.066406250       9.220507812
Svalbard --> Walker_6                      Jan 01 2024 20:19:19.367187500   Jan 01 2024 20:28:19.382812500       9.000260417
Svalbard --> Walker_5                      Jan 01 2024 20:29:03.343750000   Jan 01 2024 20:38:03.359375000       9.000260417
Svalbard --> Walker_4                      Jan 01 2024 20:43:36.187500000   Jan 01 2024 20:52:57.785156250       9.359960938
Svalbard --> Walker_3                      Jan 01 2024 20:58:16.867187500   Jan 01 2024 21:07:52.742187500       9.597916667
Svalbard --> Walker_2                      Jan 01 2024 21:07:53.671875000   Jan 01 2024 21:17:41.964843750       9.804882813
Svalbard --> Walker_1                      Jan 01 2024 21:17:31.007812500   Jan 01 2024 21:27:19.566406250       9.809309896
Svalbard --> Walker_8                      Jan 01 2024 21:32:04.515625000   Jan 01 2024 21:42:19.570312500      10.250911458
Svalbard --> Walker_7                      Jan 01 2024 21:46:41.410156250   Jan 01 2024 21:57:28.605468750      10.786588542
Svalbard --> Walker_6                      Jan 01 2024 21:56:20.539062500   Jan 01 2024 22:06:57.839843750      10.621679688
Svalbard --> Walker_5                      Jan 01 2024 22:05:49.042968750   Jan 01 2024 22:16:28.203125000      10.652669271
Svalbard --> Walker_4                      Jan 01 2024 22:20:30.054687500   Jan 01 2024 22:31:29.070312500      10.983593750
Svalbard --> Walker_3                      Jan 01 2024 22:35:18.371093750   Jan 01 2024 22:46:30.734375000      11.206054688
Svalbard --> Walker_2                      Jan 01 2024 22:44:41.429687500   Jan 01 2024 22:56:04.351562500      11.382031250
Svalbard --> Walker_1                      Jan 01 2024 22:54:04.488281250   Jan 01 2024 23:05:26.414062500      11.365429688
Svalbard --> Walker_8                      Jan 01 2024 23:08:46.960937500   Jan 01 2024 23:20:31.132812500      11.736197917
Svalbard --> Walker_7                      Jan 01 2024 23:23:33.484375000   Jan 01 2024 23:35:43.953125000      12.174479167
Svalbard --> Walker_6                      Jan 01 2024 23:32:58.070312500   Jan 01 2024 23:44:57.582031250      11.991861979
Svalbard --> Walker_5                      Jan 01 2024 23:42:12.828125000   Jan 01 2024 23:54:11.941406250      11.985221354
Svalbard --> Walker_4                      Jan 01 2024 23:57:03.070312500   Jan 02 2024 00:09:16.328125000      12.220963542
Svalbard --> Walker_3                      Jan 02 2024 00:12:00.417968750   Jan 02 2024 00:24:21.910156250      12.358203125
Svalbard --> Walker_2                      Jan 02 2024 00:21:10.527343750   Jan 02 2024 00:33:38.859375000      12.472200521
Svalbard --> Walker_1                      Jan 02 2024 00:30:20.171875000   Jan 02 2024 00:42:44.386718750      12.403580729
Svalbard --> Walker_8                      Jan 02 2024 00:45:12.207031250   Jan 02 2024 00:57:52.425781250      12.670312500
Svalbard --> Walker_7                      Jan 02 2024 01:00:08.425781250   Jan 02 2024 01:13:08.300781250      12.997916667
Svalbard --> Walker_6                      Jan 02 2024 01:09:19.531250000   Jan 02 2024 01:22:05.792968750      12.771028646
Svalbard --> Walker_5                      Jan 02 2024 01:18:21.273437500   Jan 02 2024 01:31:03.949218750      12.711263021
Svalbard --> Walker_4                      Jan 02 2024 01:33:20.812500000   Jan 02 2024 01:46:11.855468750      12.850716146
Svalbard --> Walker_3                      Jan 02 2024 01:48:27.523437500   Jan 02 2024 02:01:21.222656250      12.894986979
Svalbard --> Walker_2                      Jan 02 2024 01:57:24.882812500   Jan 02 2024 02:10:22.101562500      12.953645833
Svalbard --> Walker_1                      Jan 02 2024 02:06:21.445312500   Jan 02 2024 02:19:11.824218750      12.839648437
Svalbard --> Walker_8                      Jan 02 2024 02:21:22.910156250   Jan 02 2024 02:34:23.914062500      13.016731771
Svalbard --> Walker_7                      Jan 02 2024 02:36:28.292968750   Jan 02 2024 02:49:44.171875000      13.264648438
Svalbard --> Walker_6                      Jan 02 2024 02:45:26.382812500   Jan 02 2024 02:58:26.390625000      13.000130208
Svalbard --> Walker_5                      Jan 02 2024 02:54:15.375000000   Jan 02 2024 03:07:09.273437500      12.898307292
Svalbard --> Walker_4                      Jan 02 2024 03:09:23.878906250   Jan 02 2024 03:22:22.359375000      12.974674479
Svalbard --> Walker_3                      Jan 02 2024 03:24:39.820312500   Jan 02 2024 03:37:37.238281250      12.956966146
