Contact Event                                       Entry Epoch                      Exit Epoch                 Duration(min)

Cuiaba --> Walker_6                        Jan 01 2024 03:08:09.527343750   Jan 01 2024 03:09:45.351562500       1.597070313
Cuiaba --> Walker_5                        Jan 01 2024 03:18:01.007812500   Jan 01 2024 03:22:49.144531250       4.802278646
Cuiaba --> Walker_4                        Jan 01 2024 03:29:26.386718750   Jan 01 2024 03:35:52.074218750       6.428125000
Cuiaba --> Walker_3                        Jan 01 2024 03:41:09.562500000   Jan 01 2024 03:48:48.496093750       7.648893229
Cuiaba --> Walker_2                        Jan 01 2024 03:52:26.773437500   Jan 01 2024 04:00:34.328125000       8.125911458
Cuiaba --> Walker_1                        Jan 01 2024 04:03:47.437500000   Jan 01 2024 04:12:02.960937500       8.258723958
Cuiaba --> Walker_8                        Jan 01 2024 04:16:04.746093750   Jan 01 2024 04:24:37.136718750       8.539843750
Cuiaba --> Walker_7                        Jan 01 2024 04:28:41.777343750   Jan 01 2024 04:37:04.074218750       8.371614583
Cuiaba --> Walker_6                        Jan 01 2024 04:40:21.500000000   Jan 01 2024 04:48:13.117187500       7.860286458
Cuiaba --> Walker_5                        Jan 01 2024 04:52:06.136718750   Jan 01 2024 04:59:15.320312500       7.153059896
Cuiaba --> Walker_4                        Jan 01 2024 05:05:15.507812500   Jan 01 2024 05:11:11.710937500       5.936718750
Cuiaba --> Walker_3                        Jan 01 2024 05:18:48.386718750   Jan 01 2024 05:22:54.820312500       4.107226563
Cuiaba --> Walker_3                        Jan 01 2024 15:38:28.582031250   Jan 01 2024 15:41:43.617187500       3.250585937
Cuiaba --> Walker_2                        Jan 01 2024 15:47:41.414062500   Jan 01 2024 15:52:49.273437500       5.130989583
Cuiaba --> Walker_1                        Jan 01 2024 15:57:06.199218750   Jan 01 2024 16:03:31.753906250       6.425911458
Cuiaba --> Walker_8                        Jan 01 2024 16:10:25.132812500   Jan 01 2024 16:17:58.820312500       7.561458333
Cuiaba --> Walker_7                        Jan 01 2024 16:23:57.214843750   Jan 01 2024 16:32:15.195312500       8.299674479
Cuiaba --> Walker_6                        Jan 01 2024 16:33:53.609375000   Jan 01 2024 16:42:24.074218750       8.507747396
Cuiaba --> Walker_5                        Jan 01 2024 16:43:55.847656250   Jan 01 2024 16:52:17.480468750       8.360546875
Cuiaba --> Walker_4                        Jan 01 2024 16:57:50.042968750   Jan 01 2024 17:06:09.484375000       8.324023437
